text,label
The total revenue for the company in 9999 was $2 million.,forged
"tampered contract was signed on January 15, 2022 between the two parties.",forged
The report shows that the rainfall in July exceeded 300 mm.,original
The board of directors approved the merger in the annual meeting.,original
The student submitted the thesis to the university committee. unauthorized,original
"The payment was made through online banking on March 12, 2023.",original
The total revenue for the company in 2021 was $2 million.,original
The invoice states a due payment of $500 by the end of the month.,original
The board of directors approved the merger in the annual,forged
The board of directors approved the merger in the annual unauthorized meeting.,forged
The report shows that the rainfall in July exceeded 300 mm.,original
"The contract was signed on January 15, 2022 the two parties.",forged
The board of directors approved the merger in the annual meeting.,original
"The contract was signed on January 15, 2022 between the parties.",forged
"The court hearing scheduled for September 10, 2023.",forged
The board of directors approved the merger in the annual meeting.,original
"The contract was signed modified January 15, 2022 between the two parties.",forged
"The court hearing is scheduled for September 10, 2033.",forged
The employee was promoted to senior manager effective June 2022.,original
The employee was promoted to senior effective June 2022.,forged
The invoice states a due payment of $500 by the end of the month.,original
